id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,jarak_hari_nabung,persentase_terkumpul
TAB-0189,74,2025-08-10,Dp Motor Baru,7950000,71037,6226331,1723669,Belum Selesai,27,78.32
TAB-0189,75,2025-09-02,Dp Motor Baru,7950000,83907,6310238,1639762,Belum Selesai,23,79.37
TAB-0189,76,2025-09-13,Dp Motor Baru,7950000,97304,6407542,1542458,Belum Selesai,11,80.6
TAB-0189,77,2025-10-07,Dp Motor Baru,7950000,83219,6490761,1459239,Belum Selesai,24,81.64
TAB-0189,78,2025-10-19,Dp Motor Baru,7950000,78773,6569534,1380466,Belum Selesai,12,82.64
TAB-0189,79,2025-11-05,Dp Motor Baru,7950000,90647,6660181,1289819,Belum Selesai,17,83.78
TAB-0189,80,2025-11-23,Dp Motor Baru,7950000,83811,6743992,1206008,Belum Selesai,18,84.83
TAB-0189,81,2025-12-16,Dp Motor Baru,7950000,68866,6812858,1137142,Belum Selesai,23,85.7
TAB-0189,82,2026-01-01,Dp Motor Baru,7950000,72935,6885793,1064207,Belum Selesai,16,86.61
TAB-0190,1,2024-03-20,Modal Nikah/Tunangan,93000000,8515000,8515040,84484960,Belum Selesai,0,9.16
TAB-0190,2,2024-04-13,Modal Nikah/Tunangan,93000000,9581202,18096242,74903758,Belum Selesai,24,19.46
TAB-0190,3,2024-04-29,Modal Nikah/Tunangan,93000000,8964830,27061072,65938928,Belum Selesai,16,29.1
TAB-0190,4,2024-05-26,Modal Nikah/Tunangan,93000000,7930791,44763892,48236108,Belum Selesai,27,48.13
TAB-0190,5,2024-06-14,Modal Nikah/Tunangan,93000000,10181180,54945072,38054928,Belum Selesai,19,59.08
TAB-0190,6,2024-07-10,Modal Nikah/Tunangan,93000000,9708582,64653654,28346346,Belum Selesai,26,69.52
TAB-0190,7,2024-07-22,Modal Nikah/Tunangan,93000000,8938586,73592240,19407760,Belum Selesai,12,79.13
TAB-0190,8,2024-08-02,Modal Nikah/Tunangan,93000000,9072356,82664596,10335404,Belum Selesai,11,88.89
TAB-0191,1,2024-08-15,Modal Nikah/Tunangan,89990000,89990000,89990000,0,Selesai,0,100.0
TAB-0192,1,2024-04-13,Modal Nikah/Tunangan,93000000,9344098,9344098,83655902,Belum Selesai,0,10.05
TAB-0192,2,2024-04-23,Modal Nikah/Tunangan,93000000,10123142,19467240,73532760,Belum Selesai,10,20.93
TAB-0192,3,2024-05-02,Modal Nikah/Tunangan,93000000,8724083,28191323,64808677,Belum Selesai,9,30.31
TAB-0192,4,2024-05-14,Modal Nikah/Tunangan,93000000,8843624,37034947,55965053,Belum Selesai,12,39.82
TAB-0192,5,2024-05-24,Modal Nikah/Tunangan,93000000,9979403,47014350,45985650,Belum Selesai,10,50.55
TAB-0192,6,2024-06-10,Modal Nikah/Tunangan,93000000,10145879,57160229,35839771,Belum Selesai,17,61.46
TAB-0192,7,2024-07-10,Modal Nikah/Tunangan,93000000,9675905,66836134,26163866,Belum Selesai,30,71.87
TAB-0192,8,2024-07-30,Modal Nikah/Tunangan,93000000,7218574,74054708,18945292,Belum Selesai,20,79.63
TAB-0192,9,2024-08-22,Modal Nikah/Tunangan,93000000,10237743,84292451,8707549,Belum Selesai,23,90.64
TAB-0192,10,2024-09-21,Modal Nikah/Tunangan,7160000,8707549,93000000,0,Selesai,30,1298.88
TAB-0193,1,2022-03-03,Beli Ipad/Tablet Nugas,10820000,1382849,1382849,9437151,Belum Selesai,0,12.78
TAB-0193,2,2022-03-05,Beli Ipad/Tablet Nugas,10820000,1121000,5668808,5151192,Belum Selesai,2,52.39
TAB-0193,3,2022-03-16,Beli Ipad/Tablet Nugas,10820000,899112,2281961,8538039,Belum Selesai,11,21.09
TAB-0193,4,2022-04-12,Beli Ipad/Tablet Nugas,10820000,1041914,3323875,7496125,Belum Selesai,27,30.72
TAB-0193,5,2022-04-21,Beli Ipad/Tablet Nugas,10820000,1223132,4547007,6272993,Belum Selesai,9,42.02
TAB-0193,6,2022-05-30,Beli Ipad/Tablet Nugas,10820000,1208986,6877794,3942206,Belum Selesai,39,63.57
TAB-0193,7,2022-06-30,Beli Ipad/Tablet Nugas,10820000,1076183,7953977,2866023,Belum Selesai,31,73.51
TAB-0193,8,2022-07-23,Beli Ipad/Tablet Nugas,10820000,1169507,9123484,1696516,Belum Selesai,23,84.32
TAB-0193,9,2022-08-05,Beli Ipad/Tablet Nugas,10820000,1002505,10125989,694011,Belum Selesai,13,93.59
TAB-0193,10,2022-08-18,Beli Ipad/Tablet Nugas,10820000,694011,10820000,0,Selesai,13,100.0
TAB-0194,1,2021-09-15,Kursus Bootcamp It/Data Science,7250000,273165,273165,6976835,Belum Selesai,0,3.77
TAB-0194,2,2021-10-08,Kursus Bootcamp It/Data Science,7250000,275154,548319,6701681,Belum Selesai,23,7.56
TAB-0194,3,2021-10-15,Kursus Bootcamp It/Data Science,7250000,248891,797210,6452790,Belum Selesai,7,11.0
TAB-0194,4,2021-10-27,Kursus Bootcamp It/Data Science,7250000,304000,1101771,6148229,Belum Selesai,12,15.2
TAB-0194,5,2021-11-23,Kursus Bootcamp It/Data Science,7250000,217316,1319087,5930913,Belum Selesai,27,18.19
TAB-0194,6,2021-12-06,Kursus Bootcamp It/Data Science,7250000,268157,1587244,5662756,Belum Selesai,13,21.89
TAB-0194,7,2021-12-29,Kursus Bootcamp It/Data Science,7250000,308596,1895840,5354160,Belum Selesai,23,26.15
TAB-0194,8,2022-01-27,Kursus Bootcamp It/Data Science,7250000,277956,2173796,5076204,Belum Selesai,29,29.98
TAB-0194,9,2022-02-25,Kursus Bootcamp It/Data Science,7250000,252000,2426657,4823343,Belum Selesai,29,33.47
TAB-0194,10,2022-03-26,Kursus Bootcamp It/Data Science,7250000,257877,2684534,4565466,Belum Selesai,29,37.03
TAB-0194,11,2022-04-23,Kursus Bootcamp It/Data Science,7250000,292849,2977383,4272617,Belum Selesai,28,41.07
TAB-0194,12,2022-05-02,Kursus Bootcamp It/Data Science,7250000,238008,3215391,4034609,Belum Selesai,9,44.35
TAB-0194,13,2022-05-10,Kursus Bootcamp It/Data Science,7250000,279775,3495166,3754834,Belum Selesai,8,48.21
TAB-0194,14,2022-05-23,Kursus Bootcamp It/Data Science,7250000,241154,3736320,3513680,Belum Selesai,13,51.54
TAB-0194,15,2022-06-05,Kursus Bootcamp It/Data Science,7250000,265978,4002298,3247702,Belum Selesai,13,55.2
TAB-0194,16,2022-06-17,Kursus Bootcamp It/Data Science,7250000,266871,4269169,2980831,Belum Selesai,12,58.89
TAB-0194,17,2022-06-27,Kursus Bootcamp It/Data Science,7250000,279237,4548406,2701594,Belum Selesai,10,62.74
TAB-0194,18,2022-07-24,Kursus Bootcamp It/Data Science,7250000,262959,4811365,2438635,Belum Selesai,27,66.36
TAB-0194,19,2022-08-01,Kursus Bootcamp It/Data Science,7250000,264238,5075603,2174397,Belum Selesai,8,70.01
TAB-0194,20,2022-08-27,Kursus Bootcamp It/Data Science,7250000,283709,5604088,1645912,Belum Selesai,26,77.3
TAB-0194,21,2022-09-08,Kursus Bootcamp It/Data Science,7250000,244776,5320379,1929621,Belum Selesai,12,73.38
TAB-0194,22,2022-09-20,Kursus Bootcamp It/Data Science,7250000,297622,5901710,1348290,Belum Selesai,12,81.4
TAB-0194,23,2022-10-06,Kursus Bootcamp It/Data Science,7250000,244050,6145760,1104240,Belum Selesai,16,84.77
TAB-0194,24,2022-11-01,Kursus Bootcamp It/Data Science,7250000,224725,6370485,879515,Belum Selesai,26,87.87
TAB-0194,25,2022-11-22,Kursus Bootcamp It/Data Science,7250000,279253,6649738,600262,Belum Selesai,21,91.72
TAB-0194,26,2022-12-10,Kursus Bootcamp It/Data Science,7250000,274819,6924557,325443,Belum Selesai,18,95.51
TAB-0194,27,2023-01-06,Kursus Bootcamp It/Data Science,7250000,242151,7166708,83292,Belum Selesai,27,98.85
TAB-0194,28,2023-01-15,Kursus Bootcamp It/Data Science,7250000,83292,7250000,0,Selesai,9,100.0
TAB-0195,1,2020-07-23,Liburan Ke Bali/Jogja,4090000,449278,449278,3640722,Belum Selesai,0,10.98
TAB-0195,2,2020-08-07,Liburan Ke Bali/Jogja,4090000,349262,798540,3291460,Belum Selesai,15,19.52
TAB-0195,3,2020-08-31,Liburan Ke Bali/Jogja,4090000,468582,1653703,2436297,Belum Selesai,24,40.43
TAB-0195,4,2020-09-13,Liburan Ke Bali/Jogja,4090000,422275,2075978,2014022,Belum Selesai,13,50.76
TAB-0195,5,2020-09-26,Liburan Ke Bali/Jogja,4090000,345821,2421799,1668201,Belum Selesai,13,59.21
TAB-0195,6,2020-10-25,Liburan Ke Bali/Jogja,4090000,465764,2887563,1202437,Belum Selesai,29,70.6
TAB-0195,7,2020-11-16,Liburan Ke Bali/Jogja,409000000,352356,3239919,850081,Belum Selesai,22,0.79
TAB-0195,8,2020-12-14,Liburan Ke Bali/Jogja,4090000,432390,3672309,417691,Belum Selesai,28,89.79
TAB-0195,9,2020-12-30,Liburan Ke Bali/Jogja,4090000,384478,4056787,33213,Belum Selesai,16,99.19
TAB-0195,10,2021-01-11,Liburan Ke Bali/Jogja,4090000,33213,4090000,0,Selesai,12,100.0
TAB-0196,1,2022-05-07,Tanpa Nama,2620000,95025,194445,2425555,Belum Selesai,0,7.42
TAB-0196,2,2022-05-25,Tanpa Nama,2620000,86281,280726,2339274,Belum Selesai,18,10.71
TAB-0196,3,2022-06-17,Tanpa Nama,2620000,109000,390290,2229710,Belum Selesai,23,14.9
TAB-0196,4,2022-07-10,Tanpa Nama,2620000,102393,492683,2127317,Belum Selesai,23,18.8
TAB-0196,5,2022-07-23,Tanpa Nama,262000000,106363,599046,2020954,Belum Selesai,13,0.23
TAB-0196,6,2022-08-11,Tanpa Nama,2620000,115788,714834,1905166,Belum Selesai,19,27.28
TAB-0196,7,2022-09-03,Tanpa Nama,2620000,95061,809895,1810105,Belum Selesai,23,30.91
TAB-0196,8,2022-09-29,Tanpa Nama,2620000,85481,895376,1724624,Belum Selesai,26,34.17
TAB-0196,9,2022-10-23,Tanpa Nama,2620000,112569,1007945,1612055,Belum Selesai,24,38.47
TAB-0196,10,2022-11-20,Tanpa Nama,2620000,108383,1116328,1503672,Belum Selesai,28,42.61
TAB-0196,11,2022-12-13,Tanpa Nama,2620000,101305,1217633,1402367,Belum Selesai,23,46.47
TAB-0196,12,2023-01-13,Tanpa Nama,2620000,116409,1334042,1285958,Belum Selesai,31,50.92
TAB-0196,13,2023-01-26,Tanpa Nama,2620000,86183,1420225,1199775,Belum Selesai,13,54.21
TAB-0196,14,2023-02-19,Tanpa Nama,2620000,103903,1524128,1095872,Belum Selesai,24,58.17
TAB-0196,15,2023-03-02,Tanpa Nama,2620000,83727,1607855,1012145,Belum Selesai,11,61.37
TAB-0196,16,2023-03-30,Tanpa Nama,2620000,106364,1714219,905781,Belum Selesai,28,65.43
TAB-0196,17,2023-04-19,Tanpa Nama,2620000,86778,1800997,819003,Belum Selesai,20,68.74
TAB-0196,18,2023-05-08,Tanpa Nama,2620000,102870,1903867,716133,Belum Selesai,19,72.67
TAB-0196,19,2023-05-20,Tanpa Nama,2620000,98370,2002237,617763,Belum Selesai,12,76.42
TAB-0196,20,2023-06-11,Tanpa Nama,2620000,110970,2113207,506793,Belum Selesai,22,80.66
TAB-0196,21,2023-06-20,Tanpa Nama,2620000,121000,2234950,385050,Belum Selesai,9,85.3
TAB-0196,22,2023-07-19,Tanpa Nama,2620000,88811,2323761,296239,Belum Selesai,29,88.69
TAB-0196,23,2023-07-31,Tanpa Nama,2620000,93999,2417760,202240,Belum Selesai,12,92.28
TAB-0196,24,2023-08-08,Tanpa Nama,2620000,109679,2527439,92561,Belum Selesai,8,96.47
TAB-0196,25,2023-08-26,Tanpa Nama,2620000,92561,2620000,0,Selesai,18,100.0
TAB-0197,1,2022-01-24,Beli Ipad/Tablet Nugas,8920000,957407,1885859,7034141,Belum Selesai,0,21.14
TAB-0197,2,2022-02-20,Beli Ipad/Tablet Nugas,8920000,850775,2736634,6183366,Belum Selesai,27,30.68
TAB-0197,3,2022-03-19,Beli Ipad/Tablet Nugas,8920000,889098,3625732,5294268,Belum Selesai,27,40.65
TAB-0197,4,2022-04-05,Beli Ipad/Tablet Nugas,8920000,1003389,4629121,4290879,Belum Selesai,17,51.9
TAB-0197,5,2022-04-24,Beli Ipad/Tablet Nugas,8920000,864000,5494072,3425928,Belum Selesai,19,61.59
TAB-0197,6,2022-05-22,Beli Ipad/Tablet Nugas,8920000,927567,7447284,1472716,Belum Selesai,28,83.49
TAB-0197,7,2022-06-04,Beli Ipad/Tablet Nugas,8920000,967759,8415043,504957,Belum Selesai,13,94.34
TAB-0197,8,2022-07-02,Beli Ipad/Tablet Nugas,8920000,504957,8920000,0,Selesai,28,100.0
TAB-0198,1,2021-11-14,Kado Ultah Pacar,1790000,127513,127513,1662487,Belum Selesai,0,7.12
TAB-0198,2,2021-12-09,Kado Ultah Pacar,1790000,114195,241708,1548292,Belum Selesai,25,13.5
TAB-0198,3,2022-01-07,Kado Ultah Pacar,1790000,124748,486795,1303205,Belum Selesai,29,27.2
TAB-0198,4,2022-02-01,Kado Ultah Pacar,1790000,102804,589599,1200401,Belum Selesai,25,32.94
TAB-0198,5,2022-02-14,Kado Ultah Pacar,1790000,128047,717646,1072354,Belum Selesai,13,40.09
TAB-0198,6,2022-02-28,Kado Ultah Pacar,179000000,118795,836441,953559,Belum Selesai,14,0.47
TAB-0198,7,2022-03-15,Kado Ultah Pacar,1790000,126633,963074,826926,Belum Selesai,15,53.8
TAB-0198,8,2022-03-29,Kado Ultah Pacar,1790000,131720,1094794,695206,Belum Selesai,14,61.16
TAB-0198,9,2022-04-26,Kado Ultah Pacar,1790000,106067,1200861,589139,Belum Selesai,28,67.09
TAB-0198,10,2022-06-24,Kado Ultah Pacar,1790000,142847,1466475,323525,Belum Selesai,59,81.93
TAB-0198,11,2022-07-14,Kado Ultah Pacar,1790000,113253,1579728,210272,Belum Selesai,20,88.25
TAB-0198,12,2022-07-29,Kado Ultah Pacar,1790000,116313,1696041,93959,Belum Selesai,15,94.75
TAB-0198,13,2022-08-22,Kado Ultah Pacar,1790000,93189,1789230,770,Belum Selesai,24,99.96
TAB-0198,14,2022-09-20,Kado Ultah Pacar,1790000,770,1790000,0,Selesai,29,100.0
TAB-0199,1,2022-06-01,Modal Nikah/Tunangan,89990000,8569469,8569469,81420531,Belum Selesai,0,9.52
TAB-0199,2,2022-06-08,Modal Nikah/Tunangan,89990000,7848486,16417955,73572045,Belum Selesai,7,18.24
TAB-0199,3,2022-06-26,Modal Nikah/Tunangan,89990000,9223099,25641054,64348946,Belum Selesai,18,28.49
TAB-0199,4,2022-07-12,Modal Nikah/Tunangan,89990000,8510022,34151076,55838924,Belum Selesai,16,37.95
TAB-0199,5,2022-08-04,Modal Nikah/Tunangan,89990000,9006822,43157898,46832102,Belum Selesai,23,47.96
TAB-0199,6,2022-08-20,Modal Nikah/Tunangan,89990000,9474091,52631989,37358011,Belum Selesai,16,58.49
TAB-0199,7,2022-08-31,Modal Nikah/Tunangan,89990000,7747665,60379654,29610346,Belum Selesai,11,67.1
TAB-0199,8,2022-09-25,Modal Nikah/Tunangan,89990000,9428670,69808324,20181676,Belum Selesai,25,77.57
TAB-0199,9,2022-10-18,Modal Nikah/Tunangan,89990000,10245254,80053578,9936422,Belum Selesai,23,88.96
TAB-0199,10,2022-10-25,Modal Nikah/Tunangan,89990000,7734219,87787797,2202203,Belum Selesai,7,97.55
TAB-0199,11,2022-11-08,Modal Nikah/Tunangan,89990000,2202203,89990000,0,Selesai,14,100.0
TAB-0200,1,2024-01-06,Modal Nikah/Tunangan,45570000,4804559,4804559,40765441,Belum Selesai,0,10.54
TAB-0200,2,2024-01-25,Modal Nikah/Tunangan,45570000,4789100,9593659,35976341,Belum Selesai,19,21.05
TAB-0200,3,2024-03-01,Modal Nikah/Tunangan,45570000,4278820,19054511,26515489,Belum Selesai,36,41.81
TAB-0200,4,2024-03-30,Modal Nikah/Tunangan,45570000,5095598,24150109,21419891,Belum Selesai,29,53.0
TAB-0200,5,2024-04-25,Modal Nikah/Tunangan,45570000,4082428,28232537,17337463,Belum Selesai,26,61.95
TAB-0200,6,2024-05-18,Modal Nikah/Tunangan,45570000,4737953,32970490,12599510,Belum Selesai,23,72.35
TAB-0200,7,2024-06-03,Modal Nikah/Tunangan,45570000,4248152,37218642,8351358,Belum Selesai,16,81.67
TAB-0200,8,2024-06-15,Modal Nikah/Tunangan,45570000,4277270,41495912,4074088,Belum Selesai,12,91.06
TAB-0200,9,2024-06-23,Modal Nikah/Tunangan,45570000,4074088,45570000,0,Selesai,8,100.0
TAB-0201,1,2022-03-27,Liburan Ke Bali/Jogja,236000000,35473,35473,2324527,Belum Selesai,0,0.02
TAB-0201,2,2022-04-19,Liburan Ke Bali/Jogja,2360000,41566,77039,2282961,Belum Selesai,23,3.26
TAB-0201,3,2022-05-19,Liburan Ke Bali/Jogja,2360000,44037,162257,2197743,Belum Selesai,30,6.88
TAB-0201,4,2022-06-18,Liburan Ke Bali/Jogja,2360000,43141,205398,2154602,Belum Selesai,30,8.7
TAB-0201,5,2022-07-08,Liburan Ke Bali/Jogja,2360000,36701,242099,2117901,Belum Selesai,20,10.26
TAB-0201,6,2022-08-04,Liburan Ke Bali/Jogja,2360000,41500,283599,2076401,Belum Selesai,27,12.02
TAB-0201,7,2022-08-24,Liburan Ke Bali/Jogja,2360000,45684,329283,2030717,Belum Selesai,20,13.95
TAB-0201,8,2022-09-09,Liburan Ke Bali/Jogja,2360000,40037,369320,1990680,Belum Selesai,16,15.65
TAB-0201,9,2022-10-03,Liburan Ke Bali/Jogja,2360000,37562,406882,1953118,Belum Selesai,24,17.24
TAB-0201,10,2022-10-20,Liburan Ke Bali/Jogja,2360000,41274,448156,1911844,Belum Selesai,17,18.99
TAB-0201,11,2022-11-15,Liburan Ke Bali/Jogja,2360000,42975,491131,1868869,Belum Selesai,26,20.81
TAB-0201,12,2022-11-29,Liburan Ke Bali/Jogja,2360000,37456,528587,1831413,Belum Selesai,14,22.4
TAB-0201,13,2022-12-13,Liburan Ke Bali/Jogja,2360000,41119,569706,1790294,Belum Selesai,14,24.14
TAB-0201,14,2023-01-13,Liburan Ke Bali/Jogja,2360000,34065,603771,1756229,Belum Selesai,31,25.58
TAB-0201,15,2023-01-25,Liburan Ke Bali/Jogja,2360000,38188,641959,1718041,Belum Selesai,12,27.2
TAB-0201,16,2023-02-07,Liburan Ke Bali/Jogja,2360000,42770,684729,1675271,Belum Selesai,13,29.01
TAB-0201,17,2023-02-16,Liburan Ke Bali/Jogja,2360000,34181,718910,1641090,Belum Selesai,9,30.46
TAB-0201,18,2023-02-27,Liburan Ke Bali/Jogja,2360000,39498,758408,1601592,Belum Selesai,11,32.14
TAB-0201,19,2023-03-11,Liburan Ke Bali/Jogja,2360000,39374,797782,1562218,Belum Selesai,12,33.8
TAB-0201,20,2023-03-27,Liburan Ke Bali/Jogja,2360000,45142,842924,1517076,Belum Selesai,16,35.72
TAB-0201,21,2023-04-04,Liburan Ke Bali/Jogja,2360000,40156,883080,1476920,Belum Selesai,8,37.42
TAB-0201,22,2023-04-20,Liburan Ke Bali/Jogja,2360000,37843,920923,1439077,Belum Selesai,16,39.02
TAB-0201,23,2023-05-19,Liburan Ke Bali/Jogja,2360000,40178,961101,1398899,Belum Selesai,29,40.72
TAB-0201,24,2023-06-11,Liburan Ke Bali/Jogja,2360000,40748,1001849,1358151,Belum Selesai,23,42.45
TAB-0201,25,2023-07-03,Liburan Ke Bali/Jogja,2360000,43736,1045585,1314415,Belum Selesai,22,44.3
TAB-0201,26,2023-07-23,Liburan Ke Bali/Jogja,2360000,45362,1090947,1269053,Belum Selesai,20,46.23
TAB-0201,27,2023-08-07,Liburan Ke Bali/Jogja,2360000,41339,1132286,1227714,Belum Selesai,15,47.98
TAB-0201,28,2023-08-19,Liburan Ke Bali/Jogja,2360000,34864,1167150,1192850,Belum Selesai,12,49.46
TAB-0201,29,2023-08-26,Liburan Ke Bali/Jogja,2360000,39252,1206402,1153598,Belum Selesai,7,51.12
TAB-0201,30,2023-09-09,Liburan Ke Bali/Jogja,2360000,44890,1251292,1108708,Belum Selesai,14,53.02
TAB-0201,31,2023-10-09,Liburan Ke Bali/Jogja,2360000,44453,1295745,1064255,Belum Selesai,30,54.9
TAB-0201,32,2023-10-25,Liburan Ke Bali/Jogja,2360000,38956,1334701,1025299,Belum Selesai,16,56.56
TAB-0201,33,2023-11-04,Liburan Ke Bali/Jogja,2360000,40893,1375594,984406,Belum Selesai,10,58.29
TAB-0201,34,2023-11-13,Liburan Ke Bali/Jogja,2360000,38563,1414157,945843,Belum Selesai,9,59.92
TAB-0201,35,2023-11-20,Liburan Ke Bali/Jogja,2360000,40841,1454998,905002,Belum Selesai,7,61.65
TAB-0201,36,2023-12-13,Liburan Ke Bali/Jogja,2360000,39808,1494806,865194,Belum Selesai,23,63.34
TAB-0201,37,2024-01-10,Liburan Ke Bali/Jogja,2360000,36692,1531498,828502,Belum Selesai,28,64.89
TAB-0201,38,2024-01-17,Liburan Ke Bali/Jogja,2360000,43469,1574967,785033,Belum Selesai,7,66.74
TAB-0201,39,2024-02-13,Liburan Ke Bali/Jogja,236000000,40216,1615183,744817,Belum Selesai,27,0.68
TAB-0201,40,2024-02-20,Liburan Ke Bali/Jogja,2360000,47000,1662578,697422,Belum Selesai,7,70.45
TAB-0201,41,2024-03-22,Liburan Ke Bali/Jogja,2360000,39534,1702112,657888,Belum Selesai,31,72.12
TAB-0201,42,2024-04-03,Liburan Ke Bali/Jogja,2360000,44867,1746979,613021,Belum Selesai,12,74.02
TAB-0201,43,2024-04-25,Liburan Ke Bali/Jogja,2360000,44393,1791372,568628,Belum Selesai,22,75.91
TAB-0201,44,2024-05-07,Liburan Ke Bali/Jogja,2360000,42348,1968185,391815,Belum Selesai,12,83.4
TAB-0201,45,2024-05-21,Liburan Ke Bali/Jogja,2360000,42733,1834105,525895,Belum Selesai,14,77.72
TAB-0201,46,2024-06-05,Liburan Ke Bali/Jogja,2360000,50654,1884759,475241,Belum Selesai,15,79.86
TAB-0201,47,2024-06-26,Liburan Ke Bali/Jogja,2360000,41078,1925837,434163,Belum Selesai,21,81.6
TAB-0201,48,2024-07-17,Liburan Ke Bali/Jogja,2360000,39228,2007413,352587,Belum Selesai,21,85.06
TAB-0201,49,2024-09-19,Liburan Ke Bali/Jogja,2360000,40375,2135434,224566,Belum Selesai,64,90.48
TAB-0201,50,2024-10-16,Liburan Ke Bali/Jogja,2360000,39076,2174510,185490,Belum Selesai,27,92.14
TAB-0201,51,2024-11-06,Liburan Ke Bali/Jogja,2360000,38544,2213054,146946,Belum Selesai,21,93.77
TAB-0201,52,2024-11-08,Liburan Ke Bali/Jogja,2360000,40390,2047803,312197,Belum Selesai,2,86.77
TAB-0201,53,2024-11-25,Liburan Ke Bali/Jogja,2360000,41000,2254551,105449,Belum Selesai,17,95.53
TAB-0201,54,2024-12-14,Liburan Ke Bali/Jogja,2360000,34880,2289431,70569,Belum Selesai,19,97.01
TAB-0201,55,2025-01-03,Liburan Ke Bali/Jogja,2360000,34873,2324304,35696,Belum Selesai,20,98.49
TAB-0201,56,2025-01-21,Liburan Ke Bali/Jogja,2360000,35696,2360000,0,Selesai,18,100.0
TAB-0202,1,2021-11-07,Rakit Pc Gaming,17300000,1992685,1992685,15307315,Belum Selesai,0,11.52
TAB-0202,2,2021-11-28,Rakit Pc Gaming,17300000,1784485,3777170,13522830,Belum Selesai,21,21.83
TAB-0202,3,2021-12-29,Rakit Pc Gaming,17300000,1702493,5479663,11820337,Belum Selesai,31,31.67
TAB-0202,4,2022-01-18,Rakit Pc Gaming,17300000,1921488,7401151,9898849,Belum Selesai,20,42.78
TAB-0202,5,2022-02-11,Rakit Pc Gaming,17300000,1814299,9215450,8084550,Belum Selesai,24,53.27
TAB-0202,6,2022-04-01,Rakit Pc Gaming,17300000,1508229,12364518,4935482,Belum Selesai,49,71.47
TAB-0202,7,2022-04-28,Rakit Pc Gaming,17300000,1432365,13796883,3503117,Belum Selesai,27,79.75
TAB-0202,8,2022-05-12,Rakit Pc Gaming,17300000,2054478,15851361,1448639,Belum Selesai,14,91.63
TAB-0202,9,2022-06-04,Rakit Pc Gaming,17300000,1425079,17276440,23560,Belum Selesai,23,99.86
TAB-0203,1,2021-02-14,Dana Darurat,14150000,1073200,2071998,12078002,Belum Selesai,0,14.64
TAB-0203,2,2021-02-27,Dana Darurat,14150000,1103590,3175588,10974412,Belum Selesai,13,22.44
TAB-0203,3,2021-03-26,Dana Darurat,14150000,1037819,4213407,9936593,Belum Selesai,27,29.78
TAB-0203,4,2021-04-02,Dana Darurat,14150000,998798,998798,13151202,Belum Selesai,7,7.06
TAB-0203,5,2021-04-18,Dana Darurat,14150000,1178359,5391766,8758234,Belum Selesai,16,38.1
TAB-0203,6,2021-05-11,Dana Darurat,14150000,1128663,6520429,7629571,Belum Selesai,23,46.08
TAB-0203,7,2021-06-08,Dana Darurat,14150000,1054048,7574477,6575523,Belum Selesai,28,53.53
TAB-0203,8,2021-06-16,Dana Darurat,14150000,1002072,8576549,5573451,Belum Selesai,8,60.61
TAB-0203,9,2021-06-30,Dana Darurat,14150000,1029850,9606399,4543601,Belum Selesai,14,67.89
TAB-0203,10,2021-07-16,Dana Darurat,14150000,973502,10579901,3570099,Belum Selesai,16,74.77
TAB-0203,11,2021-08-12,Dana Darurat,14150000,962609,11542510,2607490,Belum Selesai,27,81.57
TAB-0203,12,2021-09-08,Dana Darurat,14150000,1095327,12637837,1512163,Belum Selesai,27,89.31
TAB-0203,13,2021-09-30,Dana Darurat,14150000,1144000,13782486,367514,Belum Selesai,22,97.4
TAB-0203,14,2021-10-13,Dana Darurat,14150000,367514,14150000,0,Selesai,13,100.0
TAB-0204,1,2020-02-19,Beli Motor Bekas,12800000,1192125,1192125,11607875,Belum Selesai,0,9.31
TAB-0204,2,2020-03-14,Beli Motor Bekas,7160000,1144995,2337120,10462880,Belum Selesai,24,32.64
TAB-0204,3,2020-04-13,Beli Motor Bekas,12800000,1147220,3484340,9315660,Belum Selesai,30,27.22
TAB-0204,4,2020-05-13,Beli Motor Bekas,7160000,1120052,4604392,8195608,Belum Selesai,30,64.31
TAB-0204,5,2020-06-07,Beli Motor Bekas,12800000,1285925,5890317,6909683,Belum Selesai,25,46.02
TAB-0204,6,2020-06-25,Beli Motor Bekas,12800000,1358145,7248462,5551538,Belum Selesai,18,56.63
TAB-0204,7,2020-07-04,Beli Motor Bekas,12800000,1319995,8568457,4231543,Belum Selesai,9,66.94
TAB-0204,8,2020-07-16,Beli Motor Bekas,12800000,1265000,9834340,2965660,Belum Selesai,12,76.83
TAB-0204,9,2020-07-30,Beli Motor Bekas,12800000,1132073,10966413,1833587,Belum Selesai,14,85.68
